"","logFC","AveExpr","t","P.Value","adj.P.Val","B","gene_name"
"ENSG00000145220",-0.224138316318258,3.18956542013949,-1.35137739670999,0.18027619246379,0.693559534319159,-5.0038785633208,"LYAR"
"ENSG00000137992",-0.147192227467208,3.33298758417645,-1.35126354183717,0.180312501724034,0.693559534319159,-5.02750367502371,"DBT"
"ENSG00000130703",0.176517192985054,7.15369752575787,1.35122101216105,0.180326066208439,0.693559534319159,-5.09321157682557,"OSBPL2"
"ENSG00000197150",-0.183837046182449,4.05918940525565,-1.35105924328848,0.180377668088963,0.693559534319159,-5.12407125871552,"ABCB8"
"ENSG00000196565",-0.4825811731087,1.30899156816409,-1.35099988275206,0.180396606024165,0.693559534319159,-4.738356940583,"HBG2"
"ENSG00000132846",-0.294227124914523,2.10138093265209,-1.35099509019818,0.180398135069808,0.693559534319159,-4.83229638816862,"ZBED3"
"ENSG00000155850",-0.213979127290596,2.87879717508023,-1.35090302712885,0.180427509336285,0.693559534319159,-4.97435197502002,"SLC26A2"
"ENSG00000164035",0.126181319519556,5.18152461553037,1.35089981011881,0.18042853584271,0.693559534319159,-5.18118681391565,"EMCN"
"ENSG00000164308",-0.223726669828218,5.48732403879444,-1.35084223388297,0.180446908424258,0.693559534319159,-5.18198352391273,"ERAP2"
"ENSG00000157077",0.218366424071383,1.28100295045799,1.35069450062768,0.180494056591521,0.693559534319159,-4.73125440015084,"ZFYVE9"
"ENSG00000103495",-0.257498368150111,5.93848489246958,-1.35030597203245,0.18061809759638,0.693559534319159,-5.17235125838285,"MAZ"
"ENSG00000270882",0.457239547926841,6.43956130064279,1.35017191707166,0.180660910719821,0.693559534319159,-5.1504744447791,"H4C14"
"ENSG00000110066",-0.13902409862358,6.02139536992641,-1.34995192848927,0.180731185087844,0.693559534319159,-5.17083029178604,"KMT5B"
"ENSG00000114423",0.145961629992141,6.73611733131355,1.34986291228011,0.180759626791071,0.693559534319159,-5.12715143266507,"CBLB"
"ENSG00000230257",-0.192738603076494,5.35739371762283,-1.3498548500322,0.180762202939201,0.693559534319159,-5.18330529307338,"NFE4"
"ENSG00000084110",-0.371493401291119,7.58195526486384,-1.3498064837277,0.180777658115629,0.693559534319159,-5.08174794435471,"HAL"
"ENSG00000271567",-0.244856362849482,1.5495821168322,-1.349796787757,0.18078075652793,0.693559534319159,-4.7651308927608,"PPIAL4E"
"ENSG00000279782",-0.244856362849482,1.5495821168322,-1.349796787757,0.18078075652793,0.693559534319159,-4.7651308927608,"PPIAL4F"
