gene_id,gene_name,chr,logFC,AveExpr,t,P.Value,adj.P.Val,B
ENSG00000116906,GNPAT,1,0.119121391,5.485218058,1.141955701,0.255701074,0.697472085,-5.459876093
ENSG00000116918,TSNAX,1,0.310985476,5.341287543,2.199516642,0.029719372,0.298233656,-3.809371733
ENSG00000116922,C1orf109,1,-0.078164609,3.701686011,-0.557768617,0.578020921,0.883225967,-5.803219221
ENSG00000116954,RRAGC,1,0.071550497,5.242563203,0.739276008,0.461154566,0.83029536,-5.816285233
ENSG00000116962,NID1,1,-0.00978077,0.122907188,-0.038528921,0.969328733,0.991676402,-5.306034201
ENSG00000116977,LGALS8,1,0.137453166,7.480665436,1.215698789,0.226438794,0.668446903,-5.316460957
ENSG00000116981,NT5C1A,1,-0.104269106,-1.779489371,-0.246295224,0.805866195,0.955838018,-5.053361712
ENSG00000116983,HPCAL4,1,-0.445391591,-1.194031688,-1.736781853,0.084941043,0.461654695,-4.147479154
ENSG00000116984,MTR,1,-0.231312436,3.253206372,-1.552499824,0.123124078,0.541014923,-4.775495952
ENSG00000116985,BMP8B,1,-0.202621204,1.432527918,-1.504943231,0.134914368,0.561137993,-4.603964462
ENSG00000116990,MYCL,1,-0.658457403,1.211260612,-2.487032626,0.014227816,0.211830862,-2.9665938
ENSG00000116991,SIPA1L2,1,0.007750048,6.286196904,0.046547953,0.962949362,0.990368851,-6.064302967
ENSG00000117000,RLF,1,0.072004784,4.177931551,0.467166344,0.64121129,0.903114018,-5.9043064
ENSG00000117009,KMO,1,0.053694962,3.705736287,0.371073386,0.711224239,0.926140309,-5.872462969
ENSG00000117010,ZNF684,1,-0.238176349,3.699543385,-2.38431452,0.018646747,0.240001677,-3.34903363
ENSG00000117013,KCNQ4,1,0.03390223,-0.577191924,0.124940432,0.90077564,0.977126326,-5.20571012
ENSG00000117016,RIMS3,1,-0.365652467,-0.351216802,-1.516407879,0.131994198,0.557909262,-4.407267264
ENSG00000117020,AKT3,1,-0.111047652,5.429845643,-1.143719595,0.254971428,0.696805479,-5.459015885
ENSG00000117036,ETV3,1,-0.054208239,3.826539166,-0.717893339,0.47419078,0.836744707,-5.730698555
ENSG00000117054,ACADM,1,0.073553023,4.951000845,0.821441279,0.412991799,0.805634055,-5.744830887
ENSG00000117069,ST6GALNAC5,1,0.657519959,-0.305033493,1.52924477,0.128783587,0.551725474,-4.423650563
ENSG00000117090,SLAMF1,1,-0.339333889,2.867004724,-1.913374368,0.058035223,0.392620159,-4.160519919
ENSG00000117091,CD48,1,0.264700561,7.901042411,1.874779807,0.063205927,0.404999061,-4.352382627
ENSG00000117114,ADGRL2,1,-0.102305898,3.438014023,-0.622584183,0.534715768,0.864608687,-5.749593884
ENSG00000117115,PADI2,1,0.087220691,6.966916219,0.461731988,0.645092957,0.904747059,-5.940130385
ENSG00000117118,SDHB,1,0.048058351,6.304311794,0.528643194,0.598010091,0.888806966,-5.937006821
ENSG00000117122,MFAP2,1,0.021552295,-1.070806207,0.049003054,0.96099672,0.990368851,-5.141323775
ENSG00000117133,RPF1,1,0.04826259,3.672281306,0.502180057,0.616442924,0.896163993,-5.83173058
ENSG00000117139,KDM5B,1,-0.108215464,6.105995011,-1.486024368,0.139843428,0.567223487,-5.029797648
ENSG00000117143,UAP1,1,-0.116097177,2.410820863,-0.596605706,0.551872325,0.870755725,-5.599975776
ENSG00000117151,CTBS,1,-0.056101524,6.653134446,-0.405337163,0.685937169,0.918251435,-5.976952274
ENSG00000117152,RGS4,1,-0.077954865,-0.3176847,-0.309534092,0.757441514,0.940057149,-5.224970646
ENSG00000117153,KLHL12,1,0.07321487,4.668201239,0.765943974,0.445183938,0.821526845,-5.770240396
ENSG00000117154,IGSF21,1,-0.185171342,0.302352091,-0.495987177,0.62079274,0.897036967,-5.254419475
ENSG00000117155,SSX2IP,1,0.161268048,3.312123107,1.150126048,0.252333691,0.694245887,-5.292635001
ENSG00000117174,ZNHIT6,1,-0.144788981,1.345213632,-1.349377613,0.179705931,0.61904622,-4.756468021
ENSG00000117215,PLA2G2D,1,0.154364671,1.419777518,0.898006029,0.370945057,0.778693435,-5.188908762
ENSG00000117222,RBBP5,1,0.022924722,3.863204552,0.269219083,0.78821431,0.948482219,-5.946164582
ENSG00000117226,GBP3,1,-0.244637925,4.821231722,-1.521094967,0.130814718,0.556003858,-4.965383016
ENSG00000117228,GBP1,1,-0.67977371,6.151284092,-2.130152729,0.035160244,0.320422603,-3.948494293
ENSG00000117245,KIF17,1,-0.399754103,2.753526048,-1.176089749,0.241840973,0.684103054,-5.173358875
ENSG00000117262,GPR89A,1,-0.124125444,4.724059419,-0.767995786,0.443968535,0.820852069,-5.772980522
ENSG00000117266,CDK18,1,-0.305136764,2.652115555,-1.768303966,0.079500955,0.449941574,-4.369409607
ENSG00000117280,RAB29,1,0.036486131,5.079128572,0.325982681,0.744994018,0.936228703,-6.022502023
ENSG00000117281,CD160,1,-0.144240693,2.226669566,-1.154136689,0.250692217,0.69258116,-5.1087858
ENSG00000117298,ECE1,1,-0.162436345,7.659716985,-1.290602398,0.199273705,0.641661329,-5.218729631
ENSG00000117305,HMGCL,1,0.043593031,5.415056971,0.65425562,0.514174337,0.854195852,-5.875033137
ENSG00000117308,GALE,1,0.079634578,3.828420995,0.765322024,0.445552733,0.821739265,-5.699452439
ENSG00000117318,ID3,1,-0.443224789,0.914468748,-1.793217681,0.075407103,0.439790899,-4.154152484
ENSG00000117322,CR2,1,0.184863287,4.611465333,1.278383293,0.203532671,0.646952084,-5.271941231
ENSG00000117335,CD46,1,-0.229121969,8.051600881,-1.546050012,0.124673681,0.544435105,-4.862570255
ENSG00000117360,PRPF3,1,0.017062932,5.819543406,0.279797219,0.780105281,0.945568335,-6.043484155
ENSG00000117362,APH1A,1,-0.054420546,5.395412999,-0.573154058,0.56759169,0.879287593,-5.923316475
ENSG00000117385,P3H1,1,-0.026965813,5.19460766,-0.376198457,0.707420524,0.925663327,-6.007544448
ENSG00000117394,SLC2A1,1,-0.1140687,6.331706688,-0.556130358,0.579136792,0.883727692,-5.913573588
ENSG00000117395,EBNA1BP2,1,0.020918299,3.922975236,0.1287205,0.897790043,0.976721442,-5.956788529
ENSG00000117399,CDC20,1,0.059697069,2.911187138,0.330062587,0.741916804,0.935061431,-5.79676701
ENSG00000117400,MPL,1,0.010559335,2.846971544,0.082309318,0.93453517,0.984765004,-5.834652368
ENSG00000117407,ARTN,1,-0.028536073,-0.963159778,-0.062603887,0.950184033,0.988862165,-5.146094074
ENSG00000117408,IPO13,1,0.317658688,3.728192349,1.428322598,0.155745314,0.589756445,-5.003029436
ENSG00000117410,ATP6V0B,1,0.099420927,8.149200733,0.906970999,0.3662039,0.776523707,-5.585111647
ENSG00000117411,B4GALT2,1,0.118624793,1.492757344,0.474960659,0.635661258,0.901464451,-5.474648045
ENSG00000117419,ERI3,1,-0.532618796,3.434817192,-3.099880218,0.002402628,0.099319429,-1.598945268
ENSG00000117425,PTCH2,1,0.107597793,2.341888032,0.568004173,0.571072441,0.881017365,-5.587705025
ENSG00000117448,AKR1A1,1,0.054892412,4.18127682,0.409696854,0.68274433,0.917652416,-5.917565432
ENSG00000117450,PRDX1,1,0.198402736,5.541038203,1.598024919,0.112615358,0.52050926,-4.871587436
ENSG00000117461,PIK3R3,1,-0.006520133,2.858881138,-0.053691894,0.957268161,0.989850214,-5.841031072
ENSG00000117472,TSPAN1,1,-0.224350969,-0.658377409,-0.449741852,0.653691893,0.908639058,-5.082713501
ENSG00000117475,BLZF1,1,0.044106807,4.505463747,0.359544109,0.719807532,0.928183122,-5.975847551
ENSG00000117477,CCDC181,1,0.012971514,1.858072738,0.058645725,0.953329911,0.989819296,-5.65211927
ENSG00000117479,SLC19A2,1,-0.014727232,1.448334179,-0.128911655,0.897639101,0.976721442,-5.560299315
ENSG00000117480,FAAH,1,-0.364990614,2.023469421,-1.416748114,0.159096271,0.593989616,-4.786829932
ENSG00000117481,NSUN4,1,-0.043068267,3.908532277,-0.532213049,0.59554303,0.888004524,-5.844703801
ENSG00000117500,TMED5,1,0.373299109,6.298014367,2.697424443,0.007973544,0.164804544,-2.69778358
ENSG00000117501,MROH9,1,0.356861049,-0.905638227,0.929781761,0.354313855,0.767708854,-4.862646933
ENSG00000117505,DR1,1,0.304112318,6.130439849,2.500387117,0.013728052,0.207378324,-3.1636185
ENSG00000117519,CNN3,1,0.194689801,1.068134871,0.703829412,0.482875577,0.840394711,-5.278089102
ENSG00000117523,PRRC2C,1,-0.027659746,7.344372113,-0.259646954,0.795572255,0.95202158,-5.990025981
ENSG00000117525,F3,1,0.279231061,1.381253942,1.642002892,0.103155807,0.498767569,-4.40676224
ENSG00000117528,ABCD3,1,0.267859163,4.61792361,2.437958929,0.016206729,0.225347194,-3.282195068
ENSG00000117533,VAMP4,1,0.391702,4.073988768,3.006595124,0.003206447,0.11110753,-1.876663058
ENSG00000117543,DPH5,1,0.124224601,4.627105844,1.272914095,0.205460544,0.649107076,-5.281121193
ENSG00000117560,FASLG,1,-0.729849265,0.772420856,-2.93089685,0.004033822,0.122374824,-2.052233337
ENSG00000117569,PTBP2,1,0.346933499,6.409379352,1.76867062,0.079439405,0.449870671,-4.590853232
ENSG00000117586,TNFSF4,1,0.165559848,2.563713401,1.341393295,0.182275926,0.622648863,-4.958658245
ENSG00000117592,PRDX6,1,0.083039025,7.533835535,0.535063025,0.593576844,0.887180979,-5.863833169
ENSG00000117593,DARS2,1,0.194260519,3.197970231,2.108293809,0.037044407,0.329255708,-3.853289135
ENSG00000117594,HSD11B1,1,-0.148516613,-0.387598363,-0.468011494,0.640608501,0.902843311,-5.166969446
ENSG00000117595,IRF6,1,0.057288946,-0.120292678,0.257016565,0.797597452,0.952735184,-5.242735127
ENSG00000117597,UTP25,1,-0.232860561,1.84864564,-2.183411265,0.030912723,0.304368149,-3.576147186
ENSG00000117601,SERPINC1,1,0.337586903,0.670279834,1.350679963,0.179289329,0.618548185,-4.662914805
ENSG00000117602,RCAN3,1,-0.262811252,3.382810601,-1.632231199,0.105200437,0.501915337,-4.677471371
ENSG00000117614,SYF2,1,-0.018475781,4.249760371,-0.175347543,0.861096249,0.969028577,-6.003967972
ENSG00000117616,RSRP1,1,-0.135972481,8.818267992,-1.872503263,0.063522601,0.40651807,-4.309708836
ENSG00000117620,SLC35A3,1,-0.012109158,3.814176312,-0.139540568,0.889252305,0.974990251,-5.951931178
ENSG00000117625,RCOR3,1,-0.046760835,7.414258235,-0.440975576,0.660008453,0.910991874,-5.924005115
ENSG00000117632,STMN1,1,0.111048593,4.281717748,0.748913534,0.455345855,0.828887913,-5.754935449
ENSG00000117640,MTFR1L,1,0.034641206,4.717263996,0.444110384,0.657746811,0.909784121,-5.959884748
ENSG00000117643,MAN1C1,1,-0.306432724,3.044824657,-2.568554886,0.011413547,0.189975135,-2.892018447
ENSG00000117650,NEK2,1,0.32849108,2.803412557,2.693866459,0.008054248,0.165211413,-2.584742389
ENSG00000117676,RPS6KA1,1,-0.158351086,8.169376696,-1.373552343,0.17209082,0.610330475,-5.085176802
ENSG00000117682,DHDDS,1,-0.008446707,6.002496513,-0.120899349,0.903968965,0.978113266,-6.070947636
ENSG00000117691,NENF,1,-0.006748538,2.358610608,-0.028269833,0.977492974,0.993882293,-5.768897937
ENSG00000117697,NSL1,1,0.154272584,4.839112049,1.296866976,0.197115916,0.638860238,-5.260468482
ENSG00000117707,PROX1,1,0.199833786,2.567432901,0.928993663,0.354720488,0.768046274,-5.362460488
ENSG00000117713,ARID1A,1,-0.113342085,6.942058035,-1.260211254,0.20999002,0.654796844,-5.292199945
ENSG00000117724,CENPF,1,0.026265784,2.934501163,0.16459057,0.869537706,0.971035404,-5.854883544
ENSG00000117748,RPA2,1,-0.292477195,6.311681113,-2.402030226,0.017807169,0.2351572,-3.379149334
ENSG00000117751,PPP1R8,1,0.022221353,3.468045757,0.222157042,0.82456182,0.960458913,-5.900896452
ENSG00000117758,STX12,1,0.231989053,5.80570349,2.441173084,0.016069988,0.224125052,-3.300414812
ENSG00000117791,MARC2,1,0.161879505,1.535838321,0.449110331,0.654146106,0.908639058,-5.49946088
ENSG00000117834,SLC5A9,1,-0.480984908,2.761387918,-1.924332241,0.056633693,0.388636742,-4.147660216
ENSG00000117859,OSBPL9,1,-0.084740639,7.711241296,-0.854373146,0.39456707,0.794039564,-5.654789071
ENSG00000117862,TXNDC12,1,0.048901777,5.067842205,0.506092484,0.613701871,0.894740181,-5.948865268
ENSG00000117868,ESYT2,7,-0.047964062,5.220149528,-0.452158822,0.651954723,0.907730055,-5.980269119
ENSG00000117877,CD3EAP,19,0.0840811,3.297437041,1.287648904,0.200297054,0.642036187,-5.130256014
ENSG00000117899,MESD,15,0.023114739,3.647809653,0.245489597,0.806488429,0.956068389,-5.920186821
ENSG00000117906,RCN2,15,-0.125014749,3.357498708,-1.195919325,0.234039268,0.677267839,-5.239827753
ENSG00000117971,CHRNB4,15,0.087289963,3.764686562,0.658156408,0.511673404,0.853450365,-5.757156381
ENSG00000117983,MUC5B,11,0.431649667,2.697869111,1.626700716,0.106371987,0.505397736,-4.589361632
ENSG00000117984,CTSD,11,0.291033703,8.787155808,1.900661326,0.059697689,0.396989635,-4.266280089
ENSG00000118004,COLEC11,2,0.111810803,3.909281717,1.09446127,0.275901412,0.714122821,-5.421407334
ENSG00000118007,STAG1,3,-0.0322532,5.350407947,-0.233895086,0.815457113,0.957681234,-6.053627464
ENSG00000118046,STK11,19,-0.124588863,5.025100882,-0.816592525,0.415747514,0.807017205,-5.755455335
ENSG00000118058,KMT2A,11,0.068042685,6.987714064,0.812038852,0.418345507,0.808563828,-5.727115846
ENSG00000118094,TREH,11,0.087252478,-0.81502255,0.188202671,0.851029388,0.966440766,-5.143167283
ENSG00000118096,IFT46,11,-0.282352822,3.852981321,-2.598914171,0.010500613,0.182159674,-2.873652302
ENSG00000118113,MMP8,11,2.604015919,7.230672363,4.84833037,3.69670329835179e-06,0.006854373,4.131645565
ENSG00000118137,APOA1,11,0.15943705,-1.502031156,0.391833658,0.695862372,0.921741862,-5.065038099
ENSG00000118156,ZNF541,19,-0.208190045,-1.455506768,-0.59157539,0.555225781,0.87265236,-4.979164487
ENSG00000118160,SLC8A2,19,0.204379065,-0.265075645,0.485963768,0.627861557,0.899453909,-5.155209445
ENSG00000118162,KPTN,19,-0.335943996,2.322321994,-1.121540621,0.264252873,0.703932834,-5.173439008
ENSG00000118181,RPS25,11,-0.079705157,7.203955868,-0.47947813,0.63245397,0.900894364,-5.924950973
ENSG00000118193,KIF14,1,0.409831208,0.661933196,2.001941492,0.047501512,0.365859317,-3.818420443
ENSG00000118194,TNNT2,1,-0.161870488,3.113149238,-1.177823163,0.241151681,0.683402861,-5.229775509
ENSG00000118197,DDX59,1,0.101297043,5.60012535,1.057079784,0.292556648,0.727029274,-5.549405904
ENSG00000118200,CAMSAP2,1,-0.361087576,0.3240589,-1.334993338,0.184355791,0.626488834,-4.64928363
ENSG00000118217,ATF6,1,-0.046694813,5.869371338,-0.379976749,0.704621079,0.924394243,-6.011160635
ENSG00000118231,CRYGD,2,-0.390136031,-0.483416189,-0.765296826,0.445567678,0.821739265,-5.025537514
ENSG00000118242,MREG,2,0.237631047,4.235963122,1.503026151,0.135407564,0.561586143,-4.953634485
ENSG00000118245,TNP1,2,0.229846646,-2.098242184,0.405630147,0.685722422,0.918251435,-4.980944868
ENSG00000118246,FASTKD2,2,-0.194982819,2.762335223,-1.219161731,0.225126667,0.667077725,-5.119435238
ENSG00000118257,NRP2,2,0.09522794,2.426766558,0.459480321,0.646704165,0.905035102,-5.649999667
ENSG00000118260,CREB1,2,-0.139496505,7.133125274,-1.245057067,0.215488767,0.659619885,-5.300265765
ENSG00000118263,KLF7,2,0.274194375,7.285453198,2.086008548,0.039054275,0.337636443,-3.992646456
ENSG00000118271,TTR,18,-0.035173739,3.502512691,-0.258669444,0.7963247,0.95239927,-5.909984815
ENSG00000118276,B4GALT6,18,-0.297068465,1.584722428,-0.956287993,0.34081136,0.760054885,-5.188527223
ENSG00000118292,C1orf54,1,-0.261225,0.064503031,-0.719817907,0.473009109,0.836056354,-5.096255653
ENSG00000118298,CA14,1,-0.009909957,2.966972119,-0.095108487,0.924384158,0.983193279,-5.849330814
ENSG00000118307,CASC1,12,0.148119871,2.964444846,1.151755351,0.251665938,0.693526048,-5.233229214
ENSG00000118308,LRMP,12,-0.236631434,7.685189318,-1.694183132,0.092773103,0.479106366,-4.65661337
ENSG00000118322,ATP10B,5,0.088519531,4.60370828,0.975022791,0.331471644,0.750626841,-5.59473966
ENSG00000118363,SPCS2,11,0.188370802,5.292057759,2.257566796,0.0257446,0.279848497,-3.691183457
ENSG00000118369,USP35,11,0.204022036,3.581259474,1.87577159,0.06306838,0.404999061,-4.310983655
ENSG00000118407,FILIP1,6,-0.412920392,1.154018889,-3.907743551,0.000153201,0.029628136,0.522695206
ENSG00000118412,CASP8AP2,6,-0.068391993,3.656993288,-0.628733654,0.530694798,0.861903578,-5.756488067
ENSG00000118418,HMGN3,6,-0.20976095,2.282815034,-0.999233753,0.319652442,0.7418944,-5.249090756
ENSG00000118420,UBE3D,6,-0.179009034,3.126261217,-1.769131188,0.079362146,0.449571862,-4.442814264
ENSG00000118432,CNR1,6,0.415887406,0.714225902,1.277218299,0.203942206,0.647716776,-4.778717367
ENSG00000118434,SPACA1,6,-0.113322017,-2.225663007,-0.281046954,0.779148833,0.945256486,-4.990207068
ENSG00000118454,ANKRD13C,1,0.188344894,3.60343668,1.263434764,0.208833737,0.653026511,-5.194905273
ENSG00000118473,SGIP1,1,0.011833748,2.724154524,0.05332986,0.957556016,0.989850214,-5.822024176
ENSG00000118482,PHF3,6,-0.119578837,5.748757141,-1.083009813,0.280932544,0.717646894,-5.523818541
ENSG00000118491,ZC2HC1B,6,-0.3090995,-1.643755945,-0.882941707,0.37899828,0.784111962,-4.85229913
ENSG00000118492,ADGB,6,0.062618475,3.856032141,0.499868784,0.618064756,0.896465193,-5.863564029
ENSG00000118495,PLAGL1,6,-0.195359054,5.504651899,-1.672467503,0.096985994,0.487827058,-4.760534475
ENSG00000118496,FBXO30,6,0.347851224,3.694378408,1.921792817,0.056955926,0.388649922,-4.249141328
ENSG00000118503,TNFAIP3,6,0.209762839,6.383770249,1.348963898,0.179838424,0.61904622,-5.200852574
ENSG00000118507,AKAP7,6,-0.185607886,3.782515269,-1.366830717,0.174183199,0.612561492,-5.086153397
ENSG00000118508,RAB32,6,0.402609487,6.647888746,2.524816324,0.012854301,0.200563582,-3.094410846
ENSG00000118513,MYB,6,0.006385664,2.8981427,0.043631284,0.9652694,0.990719092,-5.844995146
ENSG00000118514,ALDH8A1,6,0.155293926,3.074985546,1.096195521,0.275144936,0.713788217,-5.309861601
ENSG00000118515,SGK1,6,-0.400601762,5.051175877,-2.649824528,0.009116339,0.172007478,-2.816167763
ENSG00000118518,RNF146,6,0.216122874,7.837429081,1.108625955,0.269764775,0.709269806,-5.41191065
ENSG00000118520,ARG1,6,0.439234964,7.684500521,1.70581,0.090579321,0.473374958,-4.636638333
ENSG00000118526,TCF21,6,0.033217762,-0.014629092,0.158474643,0.874343922,0.971850233,-5.268136689
ENSG00000118557,PMFBP1,16,0.02110848,1.441133058,0.061571737,0.951004293,0.988992736,-5.516613482
ENSG00000118564,FBXL5,4,0.059390702,9.253170203,0.375899239,0.707642395,0.925663327,-5.836996463
ENSG00000118579,MED28,4,0.075706831,5.58929832,0.837666666,0.403850328,0.799770061,-5.746429056
ENSG00000118596,SLC16A7,12,-0.03449817,5.679477154,-0.348446941,0.728103056,0.931196675,-6.023851371
ENSG00000118600,RXYLT1,12,0.118927407,4.757188354,1.530966021,0.128357798,0.550724683,-4.948676205
ENSG00000118620,ZNF430,19,0.060918553,5.274649219,0.677810102,0.499171152,0.848998195,-5.857360245
ENSG00000118640,VAMP8,2,0.068880341,4.807522245,0.443220145,0.658388763,0.91017772,-5.959380921
ENSG00000118655,DCLRE1B,1,0.161799903,1.5935078,1.197921729,0.233261598,0.67676338,-4.982009194
ENSG00000118680,MYL12B,18,0.273868432,8.183424149,2.028650086,0.044663311,0.356998232,-4.062850541
ENSG00000118689,FOXO3,6,-0.287852891,6.591482288,-1.523310201,0.130260154,0.555270349,-4.95542481
ENSG00000118690,ARMC2,6,0.02390305,3.784021056,0.202989756,0.839480032,0.963985758,-5.955986759
ENSG00000118702,GHRH,20,0.5839422,-1.919246513,1.090505774,0.277632156,0.715252701,-4.697782766
ENSG00000118705,RPN2,20,0.118297022,5.412599905,0.928186009,0.35513752,0.768152633,-5.667369724
ENSG00000118707,TGIF2,20,-0.312558538,2.578983581,-2.897752014,0.004454458,0.129065265,-2.08026112
ENSG00000118729,CASQ2,1,-0.77719039,1.09014374,-2.053530094,0.042150977,0.347386453,-3.76002712
ENSG00000118762,PKD2,4,0.043792066,3.040585214,0.305436164,0.760552707,0.940743259,-5.819082535
ENSG00000118777,ABCG2,4,-0.067834628,3.020516534,-0.465886475,0.64212459,0.903442697,-5.784159697
ENSG00000118785,SPP1,4,0.415054802,0.144626507,1.019440036,0.310004502,0.736063223,-4.965306252
ENSG00000118804,STBD1,4,0.456505489,-0.16280887,1.718859121,0.088167691,0.466483078,-4.182178939
ENSG00000118816,CCNI,4,-0.006536977,8.932797768,-0.056998359,0.954639428,0.989826572,-5.917687421
ENSG00000118849,RARRES1,3,-0.149499693,2.86062843,-0.631192625,0.529091304,0.86162617,-5.63933507
ENSG00000118855,MFSD1,3,0.223651161,7.480016738,2.082730749,0.039357665,0.338840794,-3.992731235
ENSG00000118873,RAB3GAP2,1,0.150856805,6.748087482,2.07978036,0.03963248,0.340121094,-4.027385818
ENSG00000118894,EEF2KMT,16,-0.165996331,3.622428285,-1.409734418,0.161153531,0.597537759,-5.012255304
ENSG00000118898,PPL,16,-0.576718489,5.423279589,-3.590956397,0.000475212,0.048752028,-0.233201942
ENSG00000118900,UBN1,16,-0.65981442,6.420009189,-5.210764311,7.72594199069572e-07,0.002982162,5.577884692
