gene_id,gene_name,chr,logFC,AveExpr,t,P.Value,adj.P.Val,B
ENSG00000115216,NRBP1,2,-0.012399172,5.798509114,-0.187777414,0.851362025,0.966440766,-6.063921155
ENSG00000115221,ITGB6,2,0.521771912,-1.07019553,1.341077181,0.182378242,0.622716816,-4.551297563
ENSG00000115226,FNDC4,2,0.35791271,-1.872950144,0.900469157,0.369638596,0.77832797,-4.807345964
ENSG00000115232,ITGA4,2,-0.346696485,6.692962976,-1.688103462,0.093937308,0.482137962,-4.715494185
ENSG00000115233,PSMD14,2,0.340006672,3.313923228,1.846102901,0.067292852,0.416583311,-4.332048119
ENSG00000115234,SNX17,2,0.040769588,5.767568998,0.493724536,0.622385361,0.898055104,-5.964398019
ENSG00000115239,ASB3,2,0.034153413,6.414471648,0.562853699,0.574563846,0.882398529,-5.915448757
ENSG00000115241,PPM1G,2,-0.009692931,3.365034167,-0.099769793,0.920690285,0.982654717,-5.908934489
ENSG00000115252,PDE1A,2,0.286971294,-1.152020108,0.812717161,0.417957901,0.808563828,-4.91298278
ENSG00000115255,REEP6,19,-0.613193415,-0.337094941,-1.567668048,0.119539833,0.534738995,-4.359895579
ENSG00000115257,PCSK4,19,0.059847549,0.051624966,0.13148263,0.895609363,0.976452712,-5.27220042
ENSG00000115263,GCG,2,0.471999203,-1.490981049,0.968817862,0.334546215,0.754568589,-4.784195786
ENSG00000115266,APC2,19,-0.107012877,2.12705998,-0.958237742,0.339831486,0.759070398,-5.293389612
ENSG00000115267,IFIH1,2,-0.405486307,4.905972743,-1.642910647,0.102967504,0.498208161,-4.78551044
ENSG00000115268,RPS15,19,0.092271898,9.030842277,0.729399085,0.467150817,0.833730659,-5.674706398
ENSG00000115271,GCA,2,0.294969027,11.19455073,1.593932216,0.113529811,0.522630085,-4.632916011
ENSG00000115274,INO80B,2,-0.125173432,2.934151354,-0.889306308,0.375582634,0.782191771,-5.491548395
ENSG00000115275,MOGS,2,0.025517357,3.089659367,0.216008727,0.829340447,0.961064585,-5.854419904
ENSG00000115282,TTC31,2,-0.133958197,2.836068405,-1.312020398,0.191968114,0.632960642,-5.039346785
ENSG00000115286,NDUFS7,19,0.06860272,4.606597206,0.721161392,0.472185192,0.835633608,-5.795380667
ENSG00000115289,PCGF1,2,-0.009382103,3.714927806,-0.079808654,0.936519756,0.9850331,-5.949017383
ENSG00000115290,GRB14,2,-0.022527436,-0.74666512,-0.062721726,0.950090388,0.988862165,-5.164960818
ENSG00000115295,CLIP4,2,-0.102600048,4.6898661,-0.65441344,0.514073028,0.854104857,-5.846351335
ENSG00000115297,TLX2,2,-0.217029295,-0.808636401,-0.48519013,0.628408601,0.899766683,-5.082170533
ENSG00000115306,SPTBN1,2,0.154780331,4.300846077,1.070033346,0.286709463,0.72261065,-5.479839312
ENSG00000115307,AUP1,2,0.057684616,5.62199238,0.556230569,0.579068505,0.883727692,-5.933609116
ENSG00000115310,RTN4,2,0.289775424,8.040256574,2.537455524,0.012422081,0.19761968,-3.019916144
ENSG00000115317,HTRA2,2,-0.055537865,3.614617857,-0.533097614,0.594932451,0.88799705,-5.817558797
ENSG00000115318,LOXL3,2,0.064919311,2.951981303,0.57473272,0.566526753,0.878805951,-5.697826071
ENSG00000115325,DOK1,2,0.00640935,5.047597794,0.063345003,0.949595092,0.98859151,-6.071032252
ENSG00000115339,GALNT3,2,0.120234457,5.601306352,0.785124131,0.433897564,0.81564559,-5.787316419
ENSG00000115350,POLE4,2,0.025727545,4.485965599,0.215900158,0.829424888,0.961064585,-6.012752299
ENSG00000115353,TACR1,2,0.310802308,0.732932607,1.062846556,0.289943612,0.725115827,-4.945851609
ENSG00000115355,CCDC88A,2,0.09392602,6.282030931,1.184360237,0.238564816,0.681691847,-5.405873771
ENSG00000115361,ACADL,2,0.077237173,3.530910524,0.850567181,0.396670351,0.794899838,-5.600852688
ENSG00000115363,EVA1A,2,-0.068496599,0.216876822,-0.142135889,0.887206322,0.974792403,-5.333057383
ENSG00000115364,MRPL19,2,-0.067584216,3.770967963,-0.486706799,0.62733635,0.899453909,-5.848112318
ENSG00000115365,LANCL1,2,-0.049766611,3.524788408,-0.504549311,0.614782371,0.895390861,-5.816459855
ENSG00000115368,WDR75,2,-0.225701812,4.173468384,-1.140484912,0.256310598,0.698035623,-5.393027064
ENSG00000115380,EFEMP1,2,-0.158564814,-0.601286958,-0.335913462,0.737511151,0.934275395,-5.159617899
ENSG00000115386,REG1A,2,0.309063358,-1.724792543,0.662820569,0.508691504,0.853450365,-4.952088306
ENSG00000115392,FANCL,2,0.066328778,4.599517668,0.337941369,0.735986183,0.933648917,-5.986559316
ENSG00000115414,FN1,2,-0.085069729,3.452118278,-0.553759606,0.580753398,0.884353176,-5.779344236
ENSG00000115415,STAT1,2,-0.45022155,7.577468858,-2.446396137,0.015849972,0.221899613,-3.243696026
ENSG00000115419,GLS,2,0.065289597,7.042664317,0.457593,0.648055954,0.905703708,-5.938690039
ENSG00000115421,PAPOLG,2,-0.019692825,5.261908253,-0.206483409,0.836756342,0.963340452,-6.0573937
ENSG00000115423,DNAH6,2,0.171771431,2.689593713,1.898034508,0.060046134,0.397627093,-4.176115621
ENSG00000115425,PECR,2,0.404468116,5.814806501,2.883692529,0.004644747,0.132170045,-2.238264413
ENSG00000115446,UNC50,2,0.140439016,5.059295331,1.195637246,0.234148968,0.677267839,-5.390462697
ENSG00000115457,IGFBP2,2,0.352985152,2.41504555,2.470328398,0.014875773,0.215544466,-3.058513694
ENSG00000115459,ELMOD3,2,0.110309416,5.343251847,1.165529499,0.24607058,0.688706805,-5.43335301
ENSG00000115461,IGFBP5,2,0.099502086,-0.154044325,0.368044782,0.713475435,0.927023197,-5.205901278
ENSG00000115464,USP34,2,0.0907966,7.854910593,1.184820403,0.238383467,0.681691847,-5.332985852
ENSG00000115468,EFHD1,2,-0.130253324,1.773723637,-0.582362877,0.561393304,0.876025585,-5.503265795
ENSG00000115474,KCNJ13,2,0.117811162,2.885737655,0.909788542,0.36472177,0.775769534,-5.445292497
ENSG00000115484,CCT4,2,-0.001776442,4.060509478,-0.012988604,0.989658028,0.996473218,-5.992217966
ENSG00000115486,GGCX,2,-0.143629511,4.194151596,-1.844970974,0.067458585,0.416740114,-4.424782072
ENSG00000115488,NEU2,2,0.189275381,-2.038664608,0.460590905,0.645909263,0.904839473,-4.971515145
ENSG00000115504,EHBP1,2,-0.086895804,4.285835165,-0.71592737,0.475399563,0.837405546,-5.773858638
ENSG00000115507,OTX1,2,-0.4967675,1.288113443,-1.466686298,0.145025538,0.575897604,-4.629253796
ENSG00000115514,TXNDC9,2,0.208394297,4.689730795,1.598826235,0.112437005,0.520385588,-4.84261103
ENSG00000115520,COQ10B,2,0.165237412,5.267215579,1.781547058,0.07730262,0.44427369,-4.579841629
ENSG00000115523,GNLY,2,-0.415924083,5.453308438,-1.86283137,0.064882822,0.410917524,-4.44688871
ENSG00000115524,SF3B1,2,-0.028634797,8.393166074,-0.192645719,0.847555654,0.965596685,-5.943936274
ENSG00000115525,ST3GAL5,2,-0.138990408,5.084411814,-1.734916661,0.085272264,0.462119833,-4.651826072
ENSG00000115526,CHST10,2,-0.311608465,0.874571013,-0.856507195,0.39339073,0.793165535,-5.115266738
ENSG00000115539,PDCL3,2,0.186153137,2.8751937,1.611851312,0.109569459,0.513806296,-4.637470823
ENSG00000115540,MOB4,2,0.078109951,4.400383309,0.521838889,0.602725386,0.890005943,-5.90143424
ENSG00000115541,HSPE1,2,-0.039072781,5.897721508,-0.346489649,0.729569584,0.931482759,-6.021049496
ENSG00000115548,KDM3A,2,-0.177063989,6.80976656,-1.614194308,0.109059899,0.511735927,-4.822470097
ENSG00000115556,PLCD4,2,-0.116001003,2.547715374,-1.127733966,0.261637666,0.702061071,-5.213737598
ENSG00000115561,CHMP3,2,-0.043156667,7.006975327,-0.463743568,0.643654971,0.904114825,-5.936496642
ENSG00000115568,ZNF142,2,-0.031502647,3.898138984,-0.286865184,0.774700498,0.943583047,-5.938835754
ENSG00000115590,IL1R2,2,0.861446258,10.3668482,2.954987673,0.003751342,0.118477511,-1.948966656
ENSG00000115592,PRKAG3,2,0.354058322,-0.121605332,0.958318287,0.339791047,0.759070398,-4.942183367
ENSG00000115593,SMYD1,2,0.203417561,-0.978624968,0.565644136,0.572670994,0.881614742,-5.049992005
ENSG00000115594,IL1R1,2,0.44383407,7.297291652,2.231521299,0.027466483,0.288191836,-3.701061804
ENSG00000115596,WNT6,2,-0.100356738,-0.861925564,-0.280490983,0.779574288,0.945378691,-5.1448811
ENSG00000115598,IL1RL2,2,0.305450535,-0.390621712,0.772482447,0.441317526,0.819259149,-5.024311534
ENSG00000115602,IL1RL1,2,0.18771918,4.270632422,0.859286695,0.39186183,0.792565921,-5.674329323
ENSG00000115604,IL18R1,2,0.374794283,8.064474772,1.518662182,0.131425878,0.556964903,-4.892977256
ENSG00000115607,IL18RAP,2,0.237935267,8.189431108,1.074940343,0.284515468,0.721728128,-5.420730778
ENSG00000115616,SLC9A2,2,-0.110286601,0.110497073,-0.280808253,0.77933149,0.945271621,-5.27147886
ENSG00000115641,FHL2,2,0.036846088,3.905187811,0.287307751,0.774362437,0.943550695,-5.951428664
ENSG00000115648,MLPH,2,0.182913824,3.300316601,1.164109906,0.246643136,0.689128957,-5.265055169
ENSG00000115649,CNPPD1,2,-0.122221433,5.949969773,-0.759752561,0.448863077,0.824543563,-5.797963372
ENSG00000115652,UXS1,2,-0.277131143,4.952630849,-1.760628124,0.080798517,0.451918985,-4.606112603
ENSG00000115657,ABCB6,2,-0.002488667,2.580659108,-0.01556595,0.98760601,0.996052199,-5.794763457
ENSG00000115661,STK16,2,0.147926761,5.172918156,1.152817765,0.251231191,0.693384977,-5.442564799
ENSG00000115677,HDLBP,2,-0.087561128,6.837092873,-1.121321447,0.264345754,0.703975911,-5.451799206
ENSG00000115685,PPP1R7,2,0.039556806,5.46681182,0.475700491,0.635135519,0.901464451,-5.971797844
ENSG00000115687,PASK,2,-0.298854814,3.352459911,-1.220019726,0.224802419,0.666896736,-5.219221759
ENSG00000115694,STK25,2,-0.018051354,5.225253484,-0.18498274,0.853548681,0.967031414,-6.059459603
ENSG00000115705,TPO,2,0.013877916,1.072941827,0.040466235,0.967787346,0.991281263,-5.463345713
ENSG00000115718,PROC,2,-0.157550683,2.262736642,-0.603431867,0.547337836,0.869742893,-5.567373545
ENSG00000115738,ID2,2,-0.035871073,6.026032944,-0.289551774,0.772648976,0.943550695,-6.038161113
ENSG00000115750,TAF1B,2,0.260289348,4.677878728,2.246467366,0.026466486,0.283741755,-3.688750332
ENSG00000115756,HPCAL1,2,-0.163623048,5.968585069,-1.544626213,0.125017823,0.545046798,-4.948980684
ENSG00000115758,ODC1,2,0.049469284,5.590619905,0.398315633,0.691091349,0.919619878,-6.005183545
ENSG00000115760,BIRC6,2,0.098045336,6.795293317,0.978676061,0.329670108,0.748911056,-5.596407685
ENSG00000115761,NOL10,2,-0.023167679,3.73953881,-0.173218444,0.862765802,0.96931209,-5.941552488
ENSG00000115762,PLEKHB2,2,0.117375504,6.136462073,1.861590213,0.065059123,0.410917524,-4.442131411
ENSG00000115806,GORASP2,2,-0.034407242,4.132207665,-0.346345044,0.729677971,0.931482759,-5.947576269
ENSG00000115808,STRN,2,0.137053327,5.344085117,1.39241177,0.166321722,0.603054217,-5.159082436
ENSG00000115816,CEBPZ,2,0.267683446,3.779814167,1.419087191,0.158414664,0.593221224,-5.012324208
ENSG00000115825,PRKD3,2,0.050854599,5.021046568,0.505097825,0.614398215,0.895289133,-5.944223097
ENSG00000115827,DCAF17,2,-0.195348726,4.39079908,-1.770404924,0.079148803,0.449195154,-4.554391794
ENSG00000115828,QPCT,2,-0.379267987,7.382857944,-2.646933433,0.009190299,0.172007478,-2.787779118
ENSG00000115839,RAB3GAP1,2,0.176460487,5.407121137,1.37653928,0.171167147,0.609864904,-5.179719299
ENSG00000115840,SLC25A12,2,0.404707985,4.947197402,3.060304481,0.00271765,0.105009999,-1.763593129
ENSG00000115841,RMDN2,2,0.164043526,3.772352354,1.014699837,0.312250154,0.737065474,-5.48799409
ENSG00000115844,DLX2,2,0.141743439,-1.535130015,0.420688108,0.674720411,0.915759701,-5.040212999
ENSG00000115866,DARS1,2,0.052306664,5.258999454,0.487278384,0.626932459,0.899453909,-5.959266064
ENSG00000115875,SRSF7,2,-0.072323177,4.978628988,-0.522937501,0.601962916,0.890005943,-5.932242118
ENSG00000115884,SDC1,2,0.342091461,0.149700121,0.783999664,0.434554591,0.815999354,-5.050228512
ENSG00000115896,PLCL1,2,0.179264364,2.135365029,0.886966065,0.376836312,0.783298296,-5.327115008
ENSG00000115902,SLC1A4,2,0.0127807,2.989953353,0.111148869,0.911680318,0.979904131,-5.845435019
ENSG00000115904,SOS1,2,0.060550858,6.200304117,0.40330005,0.68743101,0.91861003,-5.996462469
ENSG00000115919,KYNU,2,0.031160886,5.922257204,0.200883564,0.841122986,0.964021266,-6.061473603
ENSG00000115935,WIPF1,2,-0.202415759,9.353873897,-2.092378863,0.038470394,0.335432591,-3.891223471
ENSG00000115942,ORC2,2,-0.014102236,5.719832179,-0.158926242,0.873988868,0.971850233,-6.069401911
ENSG00000115944,COX7A2L,2,0.213671216,6.144278146,3.150284296,0.002050371,0.091119861,-1.522864948
ENSG00000115946,PNO1,2,-0.01664455,4.040235113,-0.188954204,0.850441605,0.966227092,-5.980415626
ENSG00000115947,ORC4,2,0.091551127,5.834463411,0.78611867,0.433316938,0.81564559,-5.785418955
ENSG00000115956,PLEK,2,0.054826105,7.401942877,0.475240978,0.635462036,0.901464451,-5.9088942
ENSG00000115963,RND3,2,0.274194324,-0.450665893,0.650544411,0.516559684,0.854831525,-5.103246411
ENSG00000115966,ATF2,2,0.08939315,6.151139226,0.939007105,0.349576069,0.764314476,-5.654835452
ENSG00000115970,THADA,2,-0.155371067,5.600584695,-1.530758322,0.128409118,0.550724683,-4.972373024
ENSG00000115977,AAK1,2,0.154789058,6.327701798,1.938617594,0.054849488,0.383000064,-4.301432872
ENSG00000115993,TRAK2,2,-0.08867081,6.452870847,-0.500228092,0.617812503,0.896465193,-5.940587774
ENSG00000115998,C2orf42,2,-0.009067192,3.729889338,-0.082341659,0.934509506,0.984765004,-5.954605925
ENSG00000116001,TIA1,2,0.264605772,7.142774777,1.681435842,0.095227706,0.484485679,-4.70630736
ENSG00000116005,PCYOX1,2,-0.044704936,2.960578423,-0.465588738,0.64233713,0.903501773,-5.75873817
ENSG00000116014,KISS1R,19,-0.194942098,0.132726673,-0.476143406,0.634820866,0.901464451,-5.234702273
ENSG00000116016,EPAS1,2,0.233364928,3.93779641,1.119743095,0.265015302,0.704617484,-5.398190291
ENSG00000116017,ARID3A,19,-0.041079142,6.026692179,-0.407033371,0.684694265,0.917849408,-5.997955976
ENSG00000116030,SUMO1,2,0.156310554,6.006750749,1.823945044,0.070599456,0.427087148,-4.508882602
ENSG00000116031,CD207,2,0.084210199,-1.688615257,0.225667196,0.821836576,0.959370538,-5.06729723
ENSG00000116032,GRIN3B,19,-0.494294062,-0.057977388,-1.967195129,0.051422368,0.374333821,-3.853449973
ENSG00000116035,VAX2,2,-0.42836976,-1.210517682,-1.025327138,0.307230575,0.734710925,-4.777111835
ENSG00000116039,ATP6V1B1,2,0.477348887,0.684244226,1.124813731,0.262868502,0.703472015,-4.912784684
ENSG00000116044,NFE2L2,2,-0.005747843,7.615053661,-0.083788465,0.933361476,0.984765004,-6.001921078
ENSG00000116062,MSH6,2,-0.015307593,5.168464191,-0.244875384,0.806962906,0.956288558,-6.046551101
ENSG00000116095,PLEKHA3,2,0.161590062,4.423060051,1.564249403,0.120340348,0.535626819,-4.87821448
ENSG00000116096,SPR,2,-0.041706088,-0.272573652,-0.134296463,0.893388685,0.976183164,-5.224076196
ENSG00000116106,EPHA4,2,0.00391109,4.206464345,0.029986338,0.976126779,0.993882293,-6.014909512
ENSG00000116117,PARD3B,2,0.210912731,0.469140715,0.619369994,0.536823612,0.865894606,-5.254805139
ENSG00000116120,FARSB,2,-0.056711042,1.903257241,-0.583182201,0.560843432,0.875789764,-5.500330072
ENSG00000116127,ALMS1,2,-0.21138658,3.057693586,-1.460069702,0.146832413,0.577918677,-4.882379184
ENSG00000116128,BCL9,1,0.245646273,2.61943053,1.725854185,0.086896653,0.464425396,-4.446063205
ENSG00000116132,PRRX1,1,0.583622163,0.729784396,1.762257963,0.080521555,0.451678673,-4.166284095
ENSG00000116133,DHCR24,1,0.083005229,2.044533003,0.320522377,0.749118826,0.938456552,-5.622710435
ENSG00000116138,DNAJC16,1,0.004281987,4.166273876,0.049551228,0.960560766,0.990368851,-6.008735163
ENSG00000116141,MARK1,1,0.334940546,-1.887197208,0.964230779,0.33683106,0.755872047,-4.784088053
ENSG00000116147,TNR,1,-0.113167489,0.718496671,-0.655579498,0.513324831,0.853667479,-5.230971326
ENSG00000116151,MORN1,1,-0.004523239,3.139144456,-0.052671193,0.958079742,0.989850214,-5.876097571
ENSG00000116157,GPX7,1,0.197247344,2.842392797,1.369833891,0.173245974,0.611908431,-4.971120811
ENSG00000116161,CACYBP,1,0.031783615,4.578542429,0.258194208,0.796690586,0.952429149,-6.009719578
ENSG00000116171,SCP2,1,0.271076762,5.016583553,2.097083257,0.03804404,0.334091543,-4.003833635
ENSG00000116176,TPSG1,16,-0.245323835,-1.072838934,-0.472356743,0.637513124,0.901845131,-5.054803827
ENSG00000116183,PAPPA2,1,-0.52785308,-0.09830154,-1.246770357,0.21486188,0.659418958,-4.698551943
ENSG00000116191,RALGPS2,1,-0.253898579,5.884802138,-1.662359123,0.098999198,0.491754067,-4.774806408
ENSG00000116194,ANGPTL1,1,-0.159839027,4.004854796,-0.768050039,0.443936424,0.820852069,-5.715353842
ENSG00000116198,CEP104,1,-0.060318953,4.917364278,-0.550891018,0.582712331,0.884797869,-5.919512748
ENSG00000116199,FAM20B,1,-0.083715009,3.514151588,-0.680067427,0.497745796,0.848170352,-5.724316059
ENSG00000116205,TCEANC2,1,-0.056834753,3.887094667,-0.778296013,0.437896187,0.817447784,-5.697867833
ENSG00000116209,TMEM59,1,0.032767602,7.680230783,0.326106909,0.74490026,0.936228703,-5.952873535
ENSG00000116212,LRRC42,1,-0.088336727,2.251930401,-0.454098763,0.650561793,0.907156875,-5.642367087
ENSG00000116213,WRAP73,1,0.002702076,4.764389962,0.028972694,0.976933547,0.993882293,-6.056206631
ENSG00000116221,MRPL37,1,-0.164113816,3.687988653,-0.753107027,0.452831437,0.828194114,-5.684471292
ENSG00000116237,ICMT,1,0.097680206,2.272003393,0.933426885,0.352436973,0.766085231,-5.329259104
ENSG00000116251,RPL22,1,-0.001935674,4.82284731,-0.01939221,0.984559795,0.996052199,-6.059964441
ENSG00000116254,CHD5,1,-0.114171276,-0.011744871,-0.363788888,0.716643158,0.927540072,-5.256457086
ENSG00000116260,QSOX1,1,0.241922795,5.791567951,1.441835186,0.151902155,0.583770639,-5.093988276
ENSG00000116266,STXBP3,1,0.098146186,7.514132379,0.568444074,0.570774716,0.880969522,-5.859656787
ENSG00000116273,PHF13,1,0.060528195,1.808936351,0.415992415,0.678143884,0.916071165,-5.552783922
ENSG00000116285,ERRFI1,1,-0.485179836,1.016629438,-1.554154099,0.122729093,0.540184598,-4.484365016
ENSG00000116288,PARK7,1,0.169836956,4.864997344,1.808003736,0.073060903,0.432448455,-4.521430456
ENSG00000116299,KIAA1324,1,-0.540725052,3.344180988,-2.354802061,0.020123415,0.246847635,-3.37549635
ENSG00000116329,OPRD1,1,-0.178976412,1.769332147,-1.843386858,0.067691097,0.417614253,-4.157755456
ENSG00000116337,AMPD2,1,-0.42574435,6.235544807,-3.081502111,0.002544456,0.10174496,-1.711037046
ENSG00000116350,SRSF4,1,-0.084828449,5.210852005,-1.113725721,0.26757876,0.707112818,-5.485975782
ENSG00000116353,MECR,1,-0.153826151,3.163304797,-0.922340898,0.358164971,0.770934664,-5.478175072
ENSG00000116396,KCNC4,1,-0.13402351,5.118422504,-1.000798051,0.318898507,0.741307348,-5.597955485
ENSG00000116406,EDEM3,1,0.237412056,5.297508808,1.650504868,0.101402985,0.496571606,-4.788848588
ENSG00000116455,WDR77,1,-0.267882678,4.127469212,-1.850817423,0.066606211,0.414103926,-4.399714959
ENSG00000116459,ATP5PB,1,0.282209263,6.003268797,2.115988275,0.036371474,0.325597719,-3.976841927
ENSG00000116473,RAP1A,1,0.188168321,7.123774024,1.643647705,0.102814813,0.497829752,-4.762645761
ENSG00000116478,HDAC1,1,-0.043938319,5.531111681,-0.46596333,0.642069731,0.903442697,-5.977619566
ENSG00000116489,CAPZA1,1,0.221970972,9.330111069,1.548876938,0.123992612,0.542560772,-4.792918421
ENSG00000116497,S100PBP,1,0.072467152,6.863725758,0.805538264,0.422070985,0.810111713,-5.738543668
ENSG00000116514,RNF19B,1,-0.316669137,5.997985483,-2.360577127,0.019826579,0.245256361,-3.475955329
ENSG00000116521,SCAMP3,1,-0.008605019,3.615147849,-0.062422167,0.950328444,0.988862165,-5.93633916
ENSG00000116525,TRIM62,1,-0.369739276,2.787848561,-2.881596267,0.004673748,0.132688778,-2.130892801
ENSG00000116539,ASH1L,1,-0.079725991,6.002017893,-1.270960332,0.206152485,0.649711287,-5.311621506
ENSG00000116544,DLGAP3,1,-0.179182539,1.424692828,-0.781160264,0.436216242,0.816632413,-5.278346486
ENSG00000116560,SFPQ,1,0.00255476,7.334958043,0.029628593,0.976411508,0.993882293,-6.023293362
ENSG00000116574,RHOU,1,0.630566486,3.73490217,3.230672653,0.001586322,0.080537333,-1.247897128
ENSG00000116580,GON4L,1,-0.109389765,5.904897909,-1.821539774,0.070966375,0.427475173,-4.516135858
ENSG00000116584,ARHGEF2,1,-0.216489996,7.199306056,-2.296848141,0.02332645,0.265921535,-3.575055238
ENSG00000116586,LAMTOR2,1,0.193251667,3.734192506,1.447616121,0.150280477,0.581123464,-4.985013305
ENSG00000116604,MEF2D,1,-0.311025659,5.660440773,-2.640279804,0.009362577,0.173226549,-2.844427018
ENSG00000116641,DOCK7,1,0.018316243,5.031916633,0.159490756,0.873545077,0.971850233,-6.057595622
ENSG00000116649,SRM,1,0.09365882,4.64996976,0.748920991,0.455341377,0.828887913,-5.781481884
ENSG00000116661,FBXO2,1,-0.068042051,1.548446355,-0.295100737,0.768416805,0.9424113,-5.55540042
ENSG00000116663,FBXO6,1,-0.149415455,4.508415456,-0.931229705,0.353567542,0.767226195,-5.633965456
ENSG00000116667,C1orf21,1,-0.34524336,3.577729945,-1.461886077,0.146334666,0.577472901,-4.943993497
ENSG00000116668,SWT1,1,0.083364103,4.622937622,0.588457531,0.557309345,0.873774975,-5.88458996
ENSG00000116670,MAD2L2,1,0.191555068,4.251576599,1.736465197,0.084997201,0.46169549,-4.606540951
ENSG00000116675,DNAJC6,1,-0.030083933,4.729048624,-0.133421166,0.89407938,0.976183164,-6.04706679
ENSG00000116678,LEPR,1,0.292292882,3.410900438,2.036335237,0.043873971,0.353806176,-4.013292888
ENSG00000116679,IVNS1ABP,1,0.366385315,8.299182272,2.207815962,0.029120227,0.295615404,-3.712917452
ENSG00000116685,KIAA2013,1,0.003825103,5.586970646,0.037426332,0.970206039,0.991750188,-6.081209958
ENSG00000116688,MFN2,1,-0.006984151,6.480791165,-0.05623005,0.955250212,0.989826572,-6.06201756
ENSG00000116690,PRG4,1,-0.386544414,1.204384828,-2.017561327,0.045823587,0.360498792,-3.821702896
ENSG00000116691,MIIP,1,0.004410796,5.327267336,0.039948797,0.968199023,0.991427215,-6.078928457
ENSG00000116698,SMG7,1,0.0802699,7.491757515,0.652723309,0.515158513,0.85462666,-5.810298811
ENSG00000116701,NCF2,1,-0.158700292,9.93474886,-1.240932396,0.217003439,0.660790399,-5.148552149
ENSG00000116703,PDC,1,0.351974274,1.596756427,1.426761633,0.156194044,0.5904609,-4.712560989
ENSG00000116704,SLC35D1,1,0.081990259,2.7703261,0.805626847,0.422020086,0.810111713,-5.507568784
ENSG00000116711,PLA2G4A,1,0.109318855,2.460243177,0.731527488,0.465854982,0.833300427,-5.504663404
ENSG00000116717,GADD45A,1,0.598257769,5.810174577,2.571091002,0.01133464,0.189492752,-3.001761942
ENSG00000116721,PRAMEF1,1,0.009827205,-0.929138137,0.024594512,0.980418441,0.994891362,-5.15278734
ENSG00000116729,WLS,1,-0.419837235,6.013743505,-2.097342443,0.038020669,0.334091543,-4.014476691
ENSG00000116731,PRDM2,1,-0.022524879,6.740240982,-0.29624106,0.767547946,0.942379633,-6.010898065
ENSG00000116741,RGS2,1,-0.768514405,8.845162212,-3.353829143,0.001061264,0.068018415,-0.896247109
ENSG00000116747,RO60,1,0.198546986,5.803636118,1.604858267,0.111101657,0.517421927,-4.861518451
ENSG00000116748,AMPD1,1,0.070133903,-1.025528833,0.163094586,0.870712885,0.971609784,-5.133990482
ENSG00000116750,UCHL5,1,0.015921475,4.42047532,0.138161987,0.890339395,0.975371427,-6.026903013
ENSG00000116752,BCAS2,1,-0.082304923,4.317166561,-0.711887645,0.477888766,0.838799471,-5.7866693
ENSG00000116754,SRSF11,1,0.100705294,7.375523493,0.778317953,0.437883304,0.817447784,-5.734962924
ENSG00000116761,CTH,1,-0.002555919,4.199585935,-0.027892611,0.97779322,0.993985974,-6.020752041
ENSG00000116771,AGMAT,1,0.030123013,2.479899705,0.359200988,0.720063533,0.92828869,-5.706717334
ENSG00000116774,OLFML3,1,-0.219867287,0.167726996,-0.809398246,0.419856465,0.808563828,-5.091411393
ENSG00000116783,TNNI3K,1,0.153887091,-0.67266659,0.328925479,0.742774035,0.935163085,-5.163373671
ENSG00000116785,CFHR3,1,-0.004724015,1.197968666,-0.026033973,0.979272631,0.994679775,-5.530209189
ENSG00000116786,PLEKHM2,1,-0.090797865,4.736579575,-0.9100123,0.364604228,0.775769534,-5.662612294
ENSG00000116791,CRYZ,1,0.134893944,1.913045575,0.676700436,0.499872639,0.84919316,-5.436867858
ENSG00000116793,PHTF1,1,-0.214240729,6.351321737,-1.890382389,0.061070922,0.399321593,-4.386585894
ENSG00000116809,ZBTB17,1,-0.164461752,4.974563019,-1.848928744,0.066880581,0.414985189,-4.459675116
ENSG00000116815,CD58,1,0.2783664,7.773001218,1.973010577,0.050747637,0.373443568,-4.182831828
ENSG00000116819,TFAP2E,1,-0.064979186,0.946894528,-0.423873632,0.672401821,0.914930293,-5.359091776
ENSG00000116824,CD2,1,-0.472001473,3.193742485,-1.79590228,0.074976553,0.437998654,-4.405530854
ENSG00000116830,TTF2,1,0.126683533,2.839423139,0.94309553,0.347489486,0.764177094,-5.407978644
ENSG00000116833,NR5A2,1,0.170755185,1.643182012,0.877023731,0.382191541,0.785669327,-5.260515077
ENSG00000116852,KIF21B,1,-0.148446598,5.179204784,-1.517173911,0.131800862,0.557710188,-4.987816932
ENSG00000116857,TMEM9,1,-0.147628251,3.052319372,-1.157026596,0.249514123,0.69203557,-5.255103998
ENSG00000116863,ADPRHL2,1,-0.293103434,2.607952044,-2.776821478,0.006353085,0.152217997,-2.375829765
ENSG00000116871,MAP7D1,1,-0.208376513,5.927078446,-2.04669902,0.042828413,0.349693658,-4.111205353
ENSG00000116874,WARS2,1,-0.112258569,1.647595552,-0.469375552,0.639636117,0.902518611,-5.472211321
ENSG00000116882,HAO2,1,0.282281896,-1.363404755,0.595364805,0.552698634,0.871497485,-5.003032355
ENSG00000116885,OSCP1,1,0.129791904,3.140077116,0.435285733,0.664121486,0.912745889,-5.776701297
ENSG00000116898,MRPS15,1,-0.131912847,4.293725991,-1.685518818,0.094435825,0.482545347,-4.695692544
ENSG00000116903,EXOC8,1,-0.003513835,4.187330092,-0.034497692,0.972536467,0.992800862,-6.010804904
